Ticker,Company Name,Currency,Exchange,Country/Region,Type,Price,Avg Vol,ISIN
ABE EP Equity,Abertis Infraestructuras SA,EUR,EP,ES,Common Stock,#N/A N/A,#N/A N/A,
ACR SM Equity,Aceralia SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
BOY GY Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,GY,ES,Common Stock,5.1,18703.53,
ENOE EB Equity,Elecnor SA,EUR,EB,ES,Common Stock,12.65,1100.3,
IKM SM Equity,1nkemia IUCT Group SA,EUR,SM,ES,Common Stock,0.31,0,
1075Z SM Equity,Nacional de Reaseguros SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
ABER AV Equity,Abertis Infraestructuras SA,EUR,AV,ES,Common Stock,#N/A N/A,#N/A N/A,
AI SQ Equity,Airtificial Intelligence Structures SA,EUR,SQ,ES,Common Stock,0.0865,905572.7,
AMADF US Equity,Amadeus IT Group SA,USD,US,ES,Common Stock,60.88,292.6666565,
BBVA XV Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,XV,ES,Common Stock,5.097,15709680,
FERE T1 Equity,Ferrovial SA,EUR,T1,ES,Common Stock,24.11,102985.4,
HLZ SQ Equity,Holaluz-Clidom SA,EUR,SQ,ES,Common Stock,11.35,5384.067,
INC SM Equity,INCLAM SA,EUR,SM,ES,Common Stock,1.45,0,
MVCE S1 Equity,Metrovacesa SA,EUR,S1,ES,Common Stock,#N/A N/A,#N/A N/A,
RE21 TH Equity,Red Electrica Corp SA,EUR,TH,ES,Common Stock,19.09,2054,
REP GR Equity,Repsol SA,EUR,GR,ES,Common Stock,14.945,38739.46,
VGO SM Equity,Viesgo Distribucion Electrica SL,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
VYT SQ Equity,Vytrus Biotech SA,EUR,SQ,ES,Common Stock,3.5,3524.533,
1846772D SM Equity,Banco Santander SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
2808815Z FP Equity,EDP Renovaveis SA,EUR,FP,ES,Common Stock,#N/A N/A,#N/A N/A,
48CA TH Equity,CaixaBank SA,EUR,TH,ES,Common Stock,3.42,9338.267,
ALLLN FP Equity,Lleidanetworks Serveis Telematics SA,EUR,FP,ES,Common Stock,3.8,1278.533,
CIEE EB Equity,CIE Automotive SA,EUR,EB,ES,Common Stock,23.624,113606.6,
GAN GF Equity,Naturgy Energy Group SA,EUR,GF,ES,Common Stock,27.68,127,
IBEE S1 Equity,Iberdrola SA,EUR,S1,ES,Common Stock,#N/A N/A,0,
MLUAV FP Equity,Embention Sistemas Inteligentes SL,EUR,FP,ES,Common Stock,#N/A N/A,#N/A N/A,
PAC SM Equity,DS Smith Spain SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
VIDE S1 Equity,Vidrala SA,EUR,S1,ES,Common Stock,#N/A N/A,#N/A N/A,
0QD0 LI Equity,Abengoa SA,EUR,LI,ES,Common Stock,0.005,0,
0QWI LI Equity,Industria de Diseno Textil SA,EUR,LI,ES,Common Stock,22.645,277178.7,
1106Z SM Equity,Bestinver SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1338Z SM Equity,Calidad Pascual SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1963964D SM Equity,ACS Actividades de Construccion y Servicios SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
AENA AV Equity,Aena SME SA,EUR,AV,ES,Common Stock,144.25,2.233333,
ALKOM FP Equity,Plasticos Compuestos SA,EUR,FP,ES,Common Stock,1.8,1.2,
CFG SM Equity,Campofrio Food Group SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
DOM2EUR EU Equity,Global Dominion Access SA,EUR,EU,ES,Common Stock,4.125,236606.8,
HOMEE IX Equity,Neinor Homes SA,EUR,IX,ES,Common Stock,10.24,0.6666667,
IXD1 GY Equity,Industria de Diseno Textil SA,EUR,GY,ES,Common Stock,22.46,4571.733,
NAT1 EO Equity,Natra SA,EUR,EO,ES,Common Stock,#N/A N/A,#N/A N/A,
TEFE EB Equity,Telefonica SA,EUR,EB,ES,Common Stock,4.881,6824290,
TLGOE QE Equity,Talgo SA,EUR,QE,ES,Common Stock,3.8,9295.967,
UCV SM Equity,Union Catalana de Valores SA,EUR,SM,ES,Common Stock,4.8,0,
W29 GF Equity,Energia Innovacion y Desarrollo Fotovoltaico SA,EUR,GF,ES,Common Stock,59.8,72.5,
YT2A GR Equity,Atresmedia Corp de Medios de Comunicacion SA,EUR,GR,ES,Common Stock,4.06,68.86667,
ZOTN MM Equity,Zardoya Otis SA,MXN,MM,ES,Common Stock,158.53,0,
0O9B LI Equity,Almirall SA,EUR,LI,ES,Common Stock,10.405,3056.533,
1010Z SM Equity,City of Madrid Spain,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1848416D SM Equity,Vidrala SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1849099D SM Equity,Sociedad General de Aguas de Barcelona SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1853879D SM Equity,Repsol SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
3468364Q EU Equity,Grupo Ferrovial SA,USD,EU,ES,Common Stock,#N/A N/A,#N/A N/A,
ACXE S1 Equity,Acerinox SA,EUR,S1,ES,Common Stock,#N/A N/A,#N/A N/A,
AIOSF US Equity,Atresmedia Corp de Medios de Comunicacion SA,USD,US,ES,Common Stock,3.75,3.333333254,
CLNXEUR EZ Equity,Cellnex Telecom SA,EUR,EZ,ES,Common Stock,41.53,1794734,
EATE I2 Equity,AmRest Holdings SE,EUR,I2,ES,Common Stock,3.89,83.66666,
EATN MM Equity,AmRest Holdings SE,MXN,MM,ES,Common Stock,85.99,3792.567,
EDPR SW Equity,EDP Renovaveis SA,CHF,SW,ES,Common Stock,#N/A N/A,#N/A N/A,
GAM X2 Equity,Siemens Gamesa Renewable Energy SA,EUR,X2,ES,Common Stock,18.025,468564,
IBE XV Equity,Iberdrola SA,EUR,XV,ES,Common Stock,10.925,10379030,
IDRE EB Equity,Indra Sistemas SA,EUR,EB,ES,Common Stock,10.165,458980.6,
MDF SQ Equity,Duro Felguera SA,EUR,SQ,ES,Common Stock,0.94,355725.1,
ORY SQ Equity,Oryzon Genomics SA,EUR,SQ,ES,Common Stock,2.47,87131.4,
PSG EU Equity,Prosegur Cia de Seguridad SA,EUR,EU,ES,Common Stock,1.859,1008583,
RE21 GR Equity,Red Electrica Corp SA,EUR,GR,ES,Common Stock,19.155,340.8,
SOL2EUR EU Equity,Soltec Power Holdings SA,EUR,EU,ES,Common Stock,4.3,680515.9,
STD AR Equity,Banco Santander SA,ARS,AR,ES,Common Stock,#N/A N/A,#N/A N/A,
VOC EU Equity,Vocento SA,EUR,EU,ES,Common Stock,0.858,164930.2,
YINB4 SM Equity,Inbest Prime IV Inmuebles Socimi SA,EUR,SM,ES,Common Stock,1.05,0,
0ML1 LI Equity,EDP Renovaveis SA,EUR,LI,ES,Common Stock,22.92,29997.47,
0RTJ LN Equity,General de Alquiler de Maquinaria SA,EUR,LN,ES,Common Stock,#N/A N/A,#N/A N/A,
1135Z SM Equity,Mutua General De Seguros,USD,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1145Z SM Equity,Credit Lyonnais Securities Espana SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1498127D SM Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1726082D SM Equity,Agile Content SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1NN GR Equity,Neinor Homes SA,EUR,GR,ES,Common Stock,11.3,32.16667,
39A TH Equity,Applus Services SA,EUR,TH,ES,Common Stock,7.085,361.6667,
48CA GR Equity,CaixaBank SA,EUR,GR,ES,Common Stock,3.408,2010.167,
54F GR Equity,Audax Renovables SA,EUR,GR,ES,Common Stock,1.231,2508.867,
AZKE EB Equity,Azkoyen SA,EUR,EB,ES,Common Stock,5.52,30,
AZR SM Equity,Azora Gestion Inmobiliaria SL,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
CAM SQ Equity,Caja de Ahorros del Mediterraneo,EUR,SQ,ES,Common Stock,1.34,0,
ENA GR Equity,Endesa SA,EUR,GR,ES,Common Stock,20.53,1455.4,
GREE I2 Equity,Grenergy Renovables SA,EUR,I2,ES,Common Stock,39.64,13988.9,
GRF SW Equity,Grifols SA,CHF,SW,ES,Common Stock,19.176,6.833333,
HOMEE TQ Equity,Neinor Homes SA,EUR,TQ,ES,Common Stock,10.46,152.8,
ITXE TQ Equity,Industria de Diseno Textil SA,EUR,TQ,ES,Common Stock,22.49,3079.333,
LLYC SQ Equity,Llorente & Cuenca Madrid SL,EUR,SQ,ES,Common Stock,11.6,1240.533,
MMBMF PQ Equity,Masmovil Ibercom SA,USD,PQ,ES,Common Stock,#N/A N/A,#N/A N/A,
PSL SM Equity,Parquesol Inmobiliaria y Proyectos SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
YIPSE B3 Equity,Inversa Prime SOCIMI SA,EUR,B3,ES,Common Stock,#N/A N/A,#N/A N/A,
0Z9Z LN Equity,Corp Empresarial de Materiales de Construccion SA,EUR,LN,ES,Common Stock,#N/A N/A,#N/A N/A,
1181Z SM Equity,Banco de Espana,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1446632D SM Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1934674D SM Equity,Vidrala SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
ABE EZ Equity,Abertis Infraestructuras SA,EUR,EZ,ES,Common Stock,#N/A N/A,#N/A N/A,
ACXIF US Equity,Acciona SA,USD,US,ES,Common Stock,190.75,510.3333435,
AZK SQ Equity,Azkoyen SA,EUR,SQ,ES,Common Stock,6.28,4450.467,
BNKXF US Equity,Bankia SA,USD,US,ES,Common Stock,#N/A N/A,#N/A N/A,
DGI EU Equity,Nueva Expresion Textil SA,EUR,EU,ES,Common Stock,0.406,38313.4,
EDW QT Equity,EDP Renovaveis SA,EUR,QT,ES,Common Stock,22.93,0,
EDW TH Equity,EDP Renovaveis SA,EUR,TH,ES,Common Stock,22.84,518.8333,
FERE TQ Equity,Ferrovial SA,EUR,TQ,ES,Common Stock,23.555,273.7333,
ITX QX Equity,Industria de Diseno Textil SA,EUR,QX,ES,Common Stock,#N/A N/A,#N/A N/A,
MVCE IX Equity,Metrovacesa SA,EUR,IX,ES,Common Stock,6.935,149.3667,
SMIZF US Equity,Melia Hotels International SA,USD,US,ES,Common Stock,7.46,177.1333313,
UFG TH Equity,Ferrovial SA,EUR,TH,ES,Common Stock,24.52,80.13333,
041 GS Equity,ADL Bionatur Solutions SA,EUR,GS,ES,Common Stock,0.197,0,
1334997D SM Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1974675D SM Equity,Sacyr SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1QT GR Equity,AmRest Holdings SE,EUR,GR,ES,Common Stock,3.995,116.2667,
26K0 GF Equity,Strategic Minerals Europe Corp,EUR,GF,ES,Common Stock,0.234,1991.767,
ACX EU Equity,Acerinox SA,EUR,EU,ES,Common Stock,12.11,3175227,
ALNTE EB Equity,Alantra Partners SA,EUR,EB,ES,Common Stock,13.5,238.6333,
ANNSF US Equity,Aena SME SA,USD,US,ES,Common Stock,157.099,63.56666565,
BKIA1 EO Equity,Bankia SA,EUR,EO,ES,Common Stock,#N/A N/A,#N/A N/A,
CBAV SQ Equity,Clinica Baviera SA,EUR,SQ,ES,Common Stock,23.9,1253.467,
CDR EZ Equity,Codere SA/Spain,EUR,EZ,ES,Common Stock,#N/A N/A,0,
CLE SM Equity,Clever Global SA,EUR,SM,ES,Common Stock,0.282,7097.767,
EBROE I2 Equity,Ebro Foods SA,EUR,I2,ES,Common Stock,16.58,38384.54,
EDPRU EB Equity,EDP Renovaveis SA,EUR,EB,ES,Common Stock,22.54,250706.1,
ELEE EB Equity,Endesa SA,EUR,EB,ES,Common Stock,20.703,565282.9,
FDRE S1 Equity,Fluidra SA,EUR,S1,ES,Common Stock,#N/A N/A,#N/A N/A,
FER EZ Equity,Ferrovial SA,EUR,EZ,ES,Common Stock,24.11,1321339,
FERE QX Equity,Ferrovial SA,EUR,QX,ES,Common Stock,24.08,363.7667,
FERN MM Equity,Ferrovial SA,MXN,MM,ES,Common Stock,612.49,0,
FERUSD EO Equity,Ferrovial SA,USD,EO,ES,Common Stock,#N/A N/A,#N/A N/A,
GAM EP Equity,Siemens Gamesa Renewable Energy SA,EUR,EP,ES,Common Stock,18.025,4041727,
IKM SQ Equity,1nkemia IUCT Group SA,EUR,SQ,ES,Common Stock,0.31,0,
IXD1 GR Equity,Industria de Diseno Textil SA,EUR,GR,ES,Common Stock,22.52,5515.533,
MAPE EB Equity,Mapfre SA,EUR,EB,ES,Common Stock,1.732,2964104,
MED SQ Equity,Medcom Tech SA,EUR,SQ,ES,Common Stock,0.89,136.8333,
MS6N GR Equity,Metrovacesa SA,EUR,GR,ES,Common Stock,7.03,9.033334,
NYE SQ Equity,NYESA Valores Corp SA,EUR,SQ,ES,Common Stock,0.0029,53479130,
PHM2EUR EU Equity,Pharma Mar SA,EUR,EU,ES,Common Stock,72.52,107501.6,
PVA SQ Equity,Pescanova SA,EUR,SQ,ES,Common Stock,0.3715,48068.9,
REE EU Equity,Red Electrica Corp SA,EUR,EU,ES,Common Stock,19.22,3078079,
REEE T1 Equity,Red Electrica Corp SA,EUR,T1,ES,Common Stock,19.22,94538.2,
REP IM Equity,Repsol SA,EUR,IM,ES,Common Stock,14.97,1867.767,
SAR SM Equity,Sarrio SA,ESP,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
SGRE AV Equity,Siemens Gamesa Renewable Energy SA,EUR,AV,ES,Common Stock,17.945,42.2,
TLGOEUR EP Equity,Talgo SA,EUR,EP,ES,Common Stock,3.81,141245.7,
1829747D SM Equity,Inversa Prime SOCIMI SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1902025D SM Equity,Iberdrola SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
ALM3USD EU Equity,Almirall SA,USD,EU,ES,Common Stock,#N/A N/A,#N/A N/A,
AMPE S1 Equity,Amper SA,EUR,S1,ES,Common Stock,#N/A N/A,#N/A N/A,
CABKE TQ Equity,CaixaBank SA,EUR,TQ,ES,Common Stock,3.327,28125,
COM SQ Equity,Catenon SA,EUR,SQ,ES,Common Stock,2.04,41674.83,
EDPRU S1 Equity,EDP Renovaveis SA,EUR,S1,ES,Common Stock,22.85,2649.467,
ELEE S1 Equity,Endesa SA,EUR,S1,ES,Common Stock,#N/A N/A,0,
FER SW Equity,Ferrovial SA,CHF,SW,ES,Common Stock,#N/A N/A,#N/A N/A,
SANE IX Equity,Banco Santander SA,EUR,IX,ES,Common Stock,3.032,98501.7,
TEF SW Equity,Telefonica SA,CHF,SW,ES,Common Stock,5.075,116.5333,
TQT SM Equity,Technomeca Aerospace SA,EUR,SM,ES,Common Stock,0.93,0,
TREE T1 Equity,Tecnicas Reunidas SA,EUR,T1,ES,Common Stock,9.935,5608.967,
YMHRE SQ Equity,Millenium Hotels Real Estate SL,EUR,SQ,ES,Common Stock,3.88,4849.667,
ZOTE I2 Equity,Zardoya Otis SA,EUR,I2,ES,Common Stock,7.06,2746.533,
0QS9 LN Equity,eDreams ODIGEO SA,EUR,LN,ES,Common Stock,#N/A N/A,#N/A N/A,
1144Z SM Equity,Caja de Ahorros de la Inmaculada de Aragon,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1475684D SM Equity,Repsol SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
AI3A GR Equity,Amadeus IT Group SA,EUR,GR,ES,Common Stock,57.46,115,
AITLF US Equity,Airtificial Intelligence Structures SA,USD,US,ES,Common Stock,#N/A N/A,#N/A N/A,
BBVAE S4 Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,S4,ES,Common Stock,5.107,47679.3,
CABKE S1 Equity,CaixaBank SA,EUR,S1,ES,Common Stock,#N/A N/A,0,
CMAB GF Equity,Mapfre SA,EUR,GF,ES,Common Stock,1.72,1363.467,
CMAB GR Equity,Mapfre SA,EUR,GR,ES,Common Stock,1.737,2213.467,
DI6 TH Equity,Distribuidora Internacional de Alimentacion SA,EUR,TH,ES,Common Stock,0.0136,15208.87,
ENA TH Equity,Endesa SA,EUR,TH,ES,Common Stock,20.62,2382.233,
FNZ SM Equity,Finanzauto SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
FRRVF UV Equity,Ferrovial SA,USD,UV,ES,Common Stock,24.8,128.0666656,
GTQ1 GF Equity,Siemens Gamesa Renewable Energy SA,EUR,GF,ES,Common Stock,18.01,2860.167,
GTQ1 TE Equity,Siemens Gamesa Renewable Energy SA,EUR,TE,ES,Common Stock,17.955,20.36667,
IBE SW Equity,Iberdrola SA,CHF,SW,ES,Common Stock,11.39,490,
IBRUSD EO Equity,Iberdrola Renovables SA,USD,EO,ES,Common Stock,#N/A N/A,#N/A N/A,
ITXE IX Equity,Industria de Diseno Textil SA,EUR,IX,ES,Common Stock,22.52,4273.1,
ITXE S4 Equity,Industria de Diseno Textil SA,EUR,S4,ES,Common Stock,22.515,4615.9,
MS7 GR Equity,Making Science Group SA,EUR,GR,ES,Common Stock,18.7,0,
OCI1 GF Equity,ACS Actividades de Construccion y Servicios SA,EUR,GF,ES,Common Stock,26.27,46.23333,
SABEN MM Equity,Banco de Sabadell SA,MXN,MM,ES,Common Stock,17.69,0,
SOSCF US Equity,Deoleo SA,USD,US,ES,Common Stock,2.35,3.333333254,
UNJCF UV Equity,Unicaja Banco SA,USD,UV,ES,Common Stock,#N/A N/A,0,
UNJCFEUR EZ Equity,Unicaja Banco SA,EUR,EZ,ES,Common Stock,0.947,3421120,
VHM GR Equity,Sacyr SA,EUR,GR,ES,Common Stock,2.664,1224.533,
VON GR Equity,Vocento SA,EUR,GR,ES,Common Stock,0.842,0,
WBX UA Equity,Wallbox NV,USD,UA,ES,Common Stock,9.93,1806.699951,
XTG QT Equity,Talgo SA,EUR,QT,ES,Common Stock,3.835,8.333333,
ZOT/N SM Equity,Zardoya Otis SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
0F3Y LN Equity,Liwe Espanola SA,EUR,LN,ES,Common Stock,#N/A N/A,#N/A N/A,
0ILK LI Equity,CaixaBank SA,EUR,LI,ES,Common Stock,3.404,505516.5,
0RNU LI Equity,Neinor Homes SA,EUR,LI,ES,Common Stock,11.22,405.3,
1122Z SM Equity,Mutuactivos Sociedad de Valores SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1398874D SM Equity,Parque de Atracciones Madrid SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1404Z US Equity,Instituto de Credito Oficial,USD,US,ES,Common Stock,#N/A N/A,#N/A N/A,
18792EUR EU Equity,Grupo Ecoener SA,EUR,EU,ES,Common Stock,5.62,24842.97,
67E GF Equity,Wallbox NV,EUR,GF,ES,Common Stock,9.036,40.83333,
ABGOF US Equity,Abengoa SA,USD,US,ES,Common Stock,#N/A N/A,0,
ABGPGBX XQ Equity,Abengoa SA,GBp,XQ,ES,Common Stock,#N/A N/A,#N/A N/A,
ALM3 EP Equity,Almirall SA,EUR,EP,ES,Common Stock,10.42,532203.9,
BBVA X2 Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,X2,ES,Common Stock,5.095,6914869,
BBVAE TQ Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,TQ,ES,Common Stock,5.016,22113.17,
EDPR EP Equity,EDP Renovaveis SA,EUR,EP,ES,Common Stock,22.89,1229725,
G08 TH Equity,Global Dominion Access SA,EUR,TH,ES,Common Stock,4.085,25.4,
GRE11USD EU Equity,Grenergy Renovables SA,USD,EU,ES,Common Stock,#N/A N/A,#N/A N/A,
HOME2GBX EU Equity,Neinor Homes SA,GBp,EU,ES,Common Stock,#N/A N/A,#N/A N/A,
IBEE QE Equity,Iberdrola SA,EUR,QE,ES,Common Stock,10.92,1462868,
IBEE T1 Equity,Iberdrola SA,EUR,T1,ES,Common Stock,10.92,1284549,
ISEE EB Equity,Innovative Solutions Ecosystem SA,EUR,EB,ES,Common Stock,1.44,26,
MAKS SQ Equity,Making Science Group SA,EUR,SQ,ES,Common Stock,19.2,517.2667,
MLARI FP Equity,Arimelia Itg Socimi SA,EUR,FP,ES,Common Stock,#N/A N/A,#N/A N/A,
MLPER FP Equity,Perseida Renta Gestion Socimi SA,EUR,FP,ES,Common Stock,#N/A N/A,#N/A N/A,
OCI1 GR Equity,ACS Actividades de Construccion y Servicios SA,EUR,GR,ES,Common Stock,26.42,124.9333,
PARQF PQ Equity,Parques Reunidos Servicios Centrales SAU,USD,PQ,ES,Common Stock,#N/A N/A,#N/A N/A,
PQN GR Equity,Prosegur Cash SA,EUR,GR,ES,Common Stock,0.7,402.5,
PQN GZ Equity,Prosegur Cash SA,EUR,GZ,ES,Common Stock,0.705,7.166667,
PRM EU Equity,Prim SA,EUR,EU,ES,Common Stock,14.05,3551.233,
PRS EP Equity,Promotora de Informaciones SA,EUR,EP,ES,Common Stock,0.579,114831,
PRSE BQ Equity,Promotora de Informaciones SA,EUR,BQ,ES,Common Stock,0.575,1284.6,
PSG EP Equity,Prosegur Cia de Seguridad SA,EUR,EP,ES,Common Stock,1.859,597418.3,
REPE EB Equity,Repsol SA,EUR,EB,ES,Common Stock,15.035,3958370,
RIO SQ Equity,Bodegas Riojanas SA,EUR,SQ,ES,Common Stock,2.9,1522.233,
ROVIN MM Equity,Laboratorios Farmaceuticos Rovi SA,MXN,MM,ES,Common Stock,1328.12,112.5333,
TLGOE EB Equity,Talgo SA,EUR,EB,ES,Common Stock,3.83,46766.04,
TRR SM Equity,Terra Networks SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
YAC1EUR EP Equity,Inversa Prime SOCIMI SA,EUR,EP,ES,Common Stock,1.3,28800.8,
YIPSE PO Equity,Inversa Prime SOCIMI SA,EUR,PO,ES,Common Stock,#N/A N/A,#N/A N/A,
ZOTE IX Equity,Zardoya Otis SA,EUR,IX,ES,Common Stock,7.06,2.233333,
0GWJ LN Equity,Clinica Baviera SA,EUR,LN,ES,Common Stock,#N/A N/A,#N/A N/A,
0KD2 LN Equity,Tubos Reunidos SA,EUR,LN,ES,Common Stock,#N/A N/A,#N/A N/A,
0NUI LN Equity,Abengoa SA,EUR,LN,ES,Common Stock,#N/A N/A,#N/A N/A,
1091Z SQ Equity,Ibercaja Banco SA,EUR,SQ,ES,Common Stock,#N/A N/A,#N/A N/A,
1260Z SM Equity,Nuclear Moratorium Asset Securitisation Fund,USD,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1373849D SM Equity,Iberdrola SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
ABGPE S1 Equity,Abengoa SA,EUR,S1,ES,Common Stock,#N/A N/A,#N/A N/A,
ACE1 GR Equity,Acerinox SA,EUR,GR,ES,Common Stock,12.155,134.5667,
ACSAF US Equity,ACS Actividades de Construccion y Servicios SA,USD,US,ES,Common Stock,28.23,194.5,
ANEE EB Equity,Corp ACCIONA Energias Renovables SA,EUR,EB,ES,Common Stock,36.26,97258.53,
ANEEUR EP Equity,Corp ACCIONA Energias Renovables SA,EUR,EP,ES,Common Stock,36.56,226576.1,
AUC GR Equity,Abertis Infraestructuras SA,EUR,GR,ES,Common Stock,#N/A N/A,#N/A N/A,
AXF1 GR Equity,Construcciones y Auxiliar de Ferrocarriles SA,EUR,GR,ES,Common Stock,30,20,
AYC SN Equity,Ayco Grupo Inmobiliario SA,EUR,SN,ES,Common Stock,0.68,0,
CMO SQ Equity,Cementos Molins SA,EUR,SQ,ES,Common Stock,#N/A N/A,#N/A N/A,
DIA2EUR EP Equity,Distribuidora Internacional de Alimentacion SA,EUR,EP,ES,Common Stock,0.0143,37310320,
DIA2EUR EU Equity,Distribuidora Internacional de Alimentacion SA,EUR,EU,ES,Common Stock,0.014,49409770,
EDW GF Equity,EDP Renovaveis SA,EUR,GF,ES,Common Stock,22.51,148.6,
ENA GY Equity,Endesa SA,EUR,GY,ES,Common Stock,20.71,800.6334,
ENCE S1 Equity,Ence Energia y Celulosa SA,EUR,S1,ES,Common Stock,#N/A N/A,#N/A N/A,
ENCE TQ Equity,Ence Energia y Celulosa SA,EUR,TQ,ES,Common Stock,#N/A N/A,#N/A N/A,
FERE QE Equity,Ferrovial SA,EUR,QE,ES,Common Stock,24.11,118179.3,
GAN GS Equity,Naturgy Energy Group SA,EUR,GS,ES,Common Stock,27.66,23.6,
HMR SM Equity,Home Meal Replacement SA,EUR,SM,ES,Common Stock,1.9,0,
HOMEE T1 Equity,Neinor Homes SA,EUR,T1,ES,Common Stock,11.4,2911.333,
IBDSF PQ Equity,Iberdrola SA,USD,PQ,ES,Common Stock,#N/A N/A,#N/A N/A,
ITX XV Equity,Industria de Diseno Textil SA,EUR,XV,ES,Common Stock,22.53,9682257,
MAKSEUR EP Equity,Making Science Group SA,EUR,EP,ES,Common Stock,19.2,517.2667,
MCME IX Equity,Miquel y Costas & Miquel SA,EUR,IX,ES,Common Stock,12.02,30.03333,
MCMN MF Equity,Miquel y Costas & Miquel SA,MXN,MF,ES,Common Stock,261.61,243.2333,
MEL TH Equity,Melia Hotels International SA,EUR,TH,ES,Common Stock,7.545,1171.7,
MS7 GF Equity,Making Science Group SA,EUR,GF,ES,Common Stock,18.7,0,
OCI1 TH Equity,ACS Actividades de Construccion y Servicios SA,EUR,TH,ES,Common Stock,26.41,890.5333,
RE21 GF Equity,Red Electrica Corp SA,EUR,GF,ES,Common Stock,19.16,11.36667,
REE AV Equity,Red Electrica Corp SA,EUR,AV,ES,Common Stock,19.255,27,
REPE S1 Equity,Repsol SA,EUR,S1,ES,Common Stock,#N/A N/A,#N/A N/A,
RJF SQ Equity,Laboratorio Reig Jofre SA,EUR,SQ,ES,Common Stock,3.05,16371.87,
SAN XL Equity,Banco Santander SA,EUR,XL,ES,Common Stock,3.037,8278539,
SANPLN EU Equity,Banco Santander SA,PLN,EU,ES,Common Stock,13.92,6551.667,
SGREE IX Equity,Siemens Gamesa Renewable Energy SA,EUR,IX,ES,Common Stock,17.955,9080.7,
TLGOE QX Equity,Talgo SA,EUR,QX,ES,Common Stock,#N/A N/A,0,
TLGOE S1 Equity,Talgo SA,EUR,S1,ES,Common Stock,#N/A N/A,#N/A N/A,
TRLYF US Equity,Terra Networks SA,USD,US,ES,Common Stock,#N/A N/A,#N/A N/A,
TUB2 EU Equity,Tubacex SA,EUR,EU,ES,Common Stock,2.47,563879.8,
UNIE I2 Equity,Unicaja Banco SA,EUR,I2,ES,Common Stock,0.945,1423190,
VDRFF US Equity,Vidrala SA,USD,US,ES,Common Stock,#N/A N/A,#N/A N/A,
VISE EB Equity,Viscofan SA,EUR,EB,ES,Common Stock,50.13,40376.37,
VISE TQ Equity,Viscofan SA,EUR,TQ,ES,Common Stock,49.57,77.56667,
XSO GR Equity,Prisa Television SAU,EUR,GR,ES,Common Stock,#N/A N/A,#N/A N/A,
YIPSE L3 Equity,Inversa Prime SOCIMI SA,EUR,L3,ES,Common Stock,#N/A N/A,#N/A N/A,
YIPSE S2 Equity,Inversa Prime SOCIMI SA,EUR,S2,ES,Common Stock,#N/A N/A,#N/A N/A,
